review_id,text_clean,text_raw,aspects,aspect_sentiments,star_rating_norm,is_app_platform,char_len,word_len,arabic_ratio,has_emoji
3954,اشكر الدكتور فادي على شغله السريع والمحترف رجل فاهم واسيل الله ان ينفع به للجميع,"اشكر الدكتور فادي على شغله السريع والمحترف
رجل فاهم واسئل الله ان ينفع به للجميع",['service'],{'service': 'positive'},1.0,0,80,15,0.825,0
8398,عندى مشكله فى ازونات الموبايل مش عاوز يدخل على الاستوديو يعمل اذن لاضافه الصور,عندى مشكله فى ازونات الموبايل مش عاوز يدخل على الاستوديو يعمل اذن لاضافه الصور,['app_experience'],{'app_experience': 'negative'},0.2,1,78,14,0.8333333333333334,0
1445,لما يكون الكشف بالف جنيه وادارة المستشفى مقررة ان الاستشارة خلال اسبوعين يبقى من واجبها تخطر المريض بشكل واضح مش تقوله الاستشاره انتهى معادها وادفع الف جنيه من اول وجديد,لما يكون الكشف بألف جنيه وادارة المستشفى مقررة ان الاستشارة خلال اسبوعين يبقى من واجبها تخطر المريض بشكل واضح مش تقوله الاستشاره انتهى معادها وادفع الف جنيه من اول وجديد,"['price', 'service']","{'price': 'negative', 'service': 'negative'}",0.2,0,169,30,0.8284023668639053,0
9750,شكرا لكم مهتمين جدا بالمواطن,شكرا لكم مهتمين جدا بالمواطن,['service'],{'service': 'positive'},1.0,1,28,5,0.8571428571428571,0
6098,محل جامد بس مش واخد حقه,محل جامد بس مش واخد حقه,['general'],{'general': 'positive'},1.0,0,23,6,0.782608695652174,0
5470,حقيقي ما اقدر اقول غير الله يسعدهم من الاستقبال كلهم وخصوصا استاذة ياسمين وكل الدكاتر الى الدكتور رايد واستقباله لنا في مكتبه وكمان استاذة ابتسام الذوق كله اسلوب رافي واستقبال جميل وخدمات ميسرة وراحة نفسيا لا يعلى عليها يشيلوك شيل وهمهم يوضح لك كل شي من الالف ل الياء ما تهمهم الفلوس يهمهم انت تفهم ايش تحتاج وايش ما تحتاج ما يغشوك في شي ابدا صراحة تمنيت لهم فرع في السعودبة اتمنى استمراركم وتفوقكم دايم,"حقيقي ما اقدر اقول غير الله يسعدهم من الاستقبال كلهم وخصوصا استاذة ياسمين وكل الدكاتر الى الدكتور رائد واستقباله لنا في مكتبه وكمان استاذة ابتسام الذوق كله
اسلوب رافي واستقبال جميل وخدمات ميسرة وراحة نفسيا لا يعلى عليها يشيلوك شيل وهمهم يوضح لك كل شي من الالف ل الياء ما تهمهم الفلوس يهمهم انت تفهم ايش تحتاج وايش ما تحتاج ما يغشوك في شي ابدا صراحة تمنيت لهم فرع في السعودبة اتمنى استمراركم وتفوقكم دايم ♥️♥️♥️♥️","['service', 'ambiance', 'price']","{'service': 'positive', 'ambiance': 'positive', 'price': 'positive'}",1.0,0,412,76,0.7985436893203883,0
4082,ممنوع يطلعوا اي حد وبيقولك المول محدش بيتمشي فيه,ممنوع يطلعوا اي حد وبيقولك المول محدش بيتمشي فيه,['ambiance'],{'ambiance': 'negative'},0.2,0,48,9,0.8333333333333334,0
2861,استاف ممتاز و شيشة رايعة واجواء جميلة ماشاء الله,استاف ممتاز و شيشة رائعة واجواء جميلة ماشاء الله,"['service', 'food', 'ambiance']","{'service': 'positive', 'food': 'positive', 'ambiance': 'positive'}",1.0,0,48,9,0.8333333333333334,0
3953,الدكتور فادي حد محترم جدا و مواعيده ملتزمه العياده نضيفه شغلو كويس جدا جدا انصح بيه اي شخص والاسعار كويسه جدا مقابل الخدمه,"الدكتور فادي حد محترم جدا و مواعيده ملتزمه العياده نضيفه
شغلو كويس جدااا جدااا انصح بيه اي شخص
والأسعار كويسه جدا مقابل الخدمه","['service', 'cleanliness', 'price']","{'service': 'positive', 'cleanliness': 'positive', 'price': 'positive'}",1.0,0,126,23,0.8253968253968254,0
1733,معندهمش حاجة حلوة غير الـ دبابيس اسبيسي بس. نقطة تانية غريبة لسه واخد بالي منها الوجبات ٣ و٥ و٨ كلهم بينزل معاهم كيس عيش واحد، والكيس فيه ٣ عيش. طب ازاي؟ يعني وجبة ٣ مفهوم ينزل معاها ٣ عيش، لكن وجبة ٥ و٨ برضه ينزل معاهم ٣ عيش بس. ومحدش يسكت لو لقى الاوردر بتاعه ناقص، لان الاستاذ شايف ان لو اخدت اوردر فيه ٥ قطع واخدت معاه ٣ عيش ده عادي، ولو نزل اكتر يبقى دي خدمة من الويتر والمفروض ادفع اكتر. مع اننا كنا بنمشيها ودي، يعني مثلا فطرنا في رمضان عندهم الاسبوع اللي فات ٢ سلطة و٢ تومية علينا احنا الـ٨، والعيش كان ناقص لولا ان احنا طلبنا بزيادة ومشينا الدنيا. زمان قبل ما المكان يتجدد كان كويس وجميل، دلوقتي مش مفهوم ايه اللي حصل، والصراحة الموضوع بقى غريب و حاطط صور علشان ردهم العقلاني عليا,"معندهمش حاجة حلوة غير الـ دبابيس اسبيسي بس.

نقطة تانية غريبة لسه واخد بالي منها: الوجبات ٣ و٥ و٨ كلهم بينزل معاهم كيس عيش واحد، والكيس فيه ٣ عيش. طب إزاي؟

يعني وجبة ٣ مفهوم ينزل معاها ٣ عيش، لكن وجبة ٥ و٨ برضه ينزل معاهم ٣ عيش بس. ومحدش يسكت لو لقى الأوردر بتاعه ناقص، لأن الأستاذ شايف إن لو أخدت أوردر فيه ٥ قطع وأخدت معاه ٣ عيش ده عادي، ولو نزل أكتر يبقى دي خدمة من الويتر والمفروض أدفع أكتر.

مع إننا كنا بنمشيها ودي، يعني مثلًا فطرنا في رمضان عندهم الأسبوع اللي فات:
٢ سلطة و٢ تومية علينا إحنا الـ٨، والعيش كان ناقص لولا إن إحنا طلبنا بزيادة ومشّينا الدنيا.

زمان قبل ما المكان يتجدد كان كويس وجميل، دلوقتي مش مفهوم إيه اللي حصل، والصراحة الموضوع بقى
غريب
و حاطط صور علشان ردهم العقلاني عليا","['food', 'service', 'ambiance']","{'food': 'negative', 'service': 'negative', 'ambiance': 'negative'}",0.6,0,697,139,0.7862266857962698,0
2456,مكان منظم وسرعه في تنفيذ الاجراءات وحرفيه في التعامل,مكان منظم وسرعه في تنفيذ الإجراءات وحرفيه في التعامل,"['ambiance', 'service']","{'ambiance': 'positive', 'service': 'positive'}",1.0,0,52,9,0.8461538461538461,0
7583,ممتاز,ممتاز,['general'],{'general': 'positive'},1.0,1,5,1,1.0,0
3479,مكان متميز وسط القاهرة و يمتاز بالنظافة و الاستقبال الجيد و الاسعار الملايمة,مكان متميز وسط القاهرة و يمتاز بالنظافة و الاستقبال الجيد و الاسعار الملائمة,"['ambiance', 'cleanliness', 'service', 'price']","{'ambiance': 'positive', 'cleanliness': 'positive', 'service': 'positive', 'price': 'positive'}",0.8,0,76,13,0.8421052631578947,0
4149,القهوه مذهله ، و عبد الرحمن رايع,القهوه مذهله ، و عبد الرحمن رائع,"['food', 'service']","{'food': 'positive', 'service': 'positive'}",1.0,0,32,7,0.8125,0
9231,ممتاز كل الموسيقى و القران الكريم,ممتاز كل الموسيقى و القرآن الكريم,['general'],{'general': 'positive'},1.0,1,33,6,0.8484848484848485,0
9400,اسوا تطبيق تعاملت معه وستكون هذه اخر مرة اتعامل معه ولا انصح بالتعامل معه لعدة اسباب اولا التطبيق ليس تطبيق مباشر مع مالك السكن او الفندق بل هو وسيط سمسار يعرض عروض تطبيقات السكن الاخرى مع زيادة في السعر وعليه عند وجود اي مشكلة لك لا تدري من تخاطب او تراجع . ثانيا دعم العملاء عندهم سواء على الواتس او هاتفيا سيء جدا تاخر بالرد عدم وجود اجابة شافية او تعاون لحل الاشكالية . ثالثا التطبيق مالي بحت متى ماتحصل على المبلغ تغير التعامل من سيء الى اسوا . رابعا هذه اول و اخر مرة اتعامل معهم.,اسوأ تطبيق تعاملت معه وستكون هذه آخر مرة اتعامل معه ولا أنصح بالتعامل معه لعدة أسباب : اولا / التطبيق ليس تطبيق مباشر مع مالك السكن او الفندق بل هو وسيط (سمسار) يعرض عروض تطبيقات السكن الاخرى مع زيادة في السعر وعليه عند وجود اي مشكلة لك لا تدري من تخاطب او تراجع . ثانيا / دعم العملاء عندهم سواء على الواتس او هاتفيا سيء جدا تأخر بالرد عدم وجود اجابة شافية او تعاون لحل الاشكالية . ثالثا/ التطبيق مالي بحت متى ماتحصل على المبلغ تغير التعامل من سيء إلى اسوأ . رابعا/ هذه اول و اخر مرة اتعامل معهم.,"['app_experience', 'price', 'service']","{'app_experience': 'negative', 'price': 'negative', 'service': 'negative'}",0.2,1,496,100,0.7782258064516129,0
3446,عدم نظافه متناهيه ٣ افراد كلنا حصلنا اعياء تام بعد الاكل الحمد لله انها جت على قد كده و اخر مرة فعلا حتى نفكر ناكل من اي فرع ليهم,"عدم نظافه متناهيه
٣ افراد كلنا حصلنا اعياء تام بعد الاكل
الحمد لله انها جت على قد كده و اخر مرة فعلا حتى نفكر ناكل من اي فرع ليهم","['cleanliness', 'food']","{'cleanliness': 'negative', 'food': 'negative'}",0.2,0,129,29,0.7829457364341085,0
3315,جيت انا و مامتي من شهر واحنا الاتنين محجبات و كنا عايزين نقص شعرنا و انا كنت هقصه كله و كنت خايفة جدا بس امنية قصتهولي و كان بجد تحفة و حتى السشوار تحفة و القصة كانت جميلة اوي و لايقة على وشي و زي ما كنت عايزة يمكن طلعت اقصر شوية بس متضايقتش خالص عشان كانت لايقة عليا، امنية شاطرة جدا و موهوبة و الناس كلها في المكان كانت لطيفة و ذوق,جيت انا و مامتي من شهر واحنا الاتنين محجبات و كنا عايزين نقص شعرنا و انا كنت هقصه كله و كنت خايفة جدا بس امنية قصتهولي و كان بجد تحفة و حتى السشوار تحفة و القصة كانت جميلة اوي و لايقة على وشي و زي ما كنت عايزة يمكن طلعت اقصر شوية بس متضايقتش خالص عشان كانت لايقة عليا، امنية شاطرة جدا و موهوبة و الناس كلها في المكان كانت لطيفة و ذوق,"['service', 'ambiance']","{'service': 'positive', 'ambiance': 'positive'}",1.0,0,333,73,0.7837837837837838,0
5453,للمرة المليون ازور تمازج وحقيقي اتفاجا بالتقدم في المستوى من افضل وارقى العيادات في القاهرة ودايما وابدا تمازج وجهتي الاولى دايما بعمل اجرايات تجميلية ومن شهرين سويت عملية جراحية لشد البطن حتى اختيارهم للمستشفى الي سويت فيها العملية لايقل مستوى عن عياداتهم وحسيت كاني في بلدي وبين اهلي وكانت النتيجة رايعة وماعانيت من اي اعراض جانبية حقيقي شكرا تمازج ولفريق تمازج بالكامل من ادارة الى طاقمهم الطبي الرايع وطاقم تمريضهم الحنون واخص بالشكر دكتور رايد كردي على حسن التعامل والاستقبال اتمنى لهم مزيد من التالق,للمرة المليون ازور تمازج وحقيقي اتفاجأ بالتقدم في المستوى من أفضل وأرقى العيادات في القاهرة ودائماً وأبداً تمازج وجهتي الأولى👌🏾 دائماً بعمل إجرائات تجميلية ومن شهرين سويت عملية جراحية لشد البطن حتى إختيارهم للمستشفى الي سويت فيها العملية لايقل مستوى عن عياداتهم وحسيت كأني في بلدي وبين أهلي وكانت النتيجة راااائعة وماعانيت من أي اعراض جانبية حقيقي شكراً تمازج ولفريق تمازج بالكامل من إدارة إلى طاقمهم الطبي الراااائع وطاقم تمريضهم الحنون واخص بالشكر دكتور رائد كردي على حسن التعامل والاستقبال🌹 أتمنى لهم مزيد من التألق,"['service', 'ambiance']","{'service': 'positive', 'ambiance': 'positive'}",1.0,0,518,85,0.832046332046332,1
6075,ممتاز,ممتاز,['general'],{'general': 'positive'},1.0,0,5,1,1.0,0
4436,مصفف الشعر ادهم والله جيت الصالون عشانه فنان فنان ماحد يعرف يزبط شعري غيره جيته مره وادمنت الله يسعده,مصفف الشعر ادهم والله جيت الصالون عشانه فنان فنان ماحد يعرف يزبط شعري غيره جيته مره وادمنت الله يسعده,['service'],{'service': 'positive'},1.0,0,101,19,0.8217821782178217,0
8723,سي جدا جدا جدا جدا برنامج فاشل,سئ جدا جدا جدا جدا برنامج فااااااااااااشل,['app_experience'],{'app_experience': 'negative'},0.2,1,41,7,0.8536585365853658,0
4260,مستوى سيء من كافة الاتجاهات وسيء في التعامل رديء جدا,مستوى سيء من كافة الاتجاهات وسيء في التعامل رديء جدا,['service'],{'service': 'negative'},0.2,0,52,10,0.8269230769230769,0
6620,تجربة سيية جدا جدا وخدمة عملاء اسوء بكثير ولا يوجد وسيلة اتصال سريعه بين خدمة العملاء والعملاء وبيتركوا الامر بين السايق والعميل بشكل عشوايي ودا اخر تعامل معهم للابد,تجربة سيئة جدا جدا وخدمة عملاء اسوء بكثير ولا يوجد وسيلة اتصال سريعه بين خدمة العملاء والعملاء وبيتركوا الامر بين السائق والعميل بشكل عشوائي ودا اخر تعامل معهم للأبد,"['service', 'app_experience', 'delivery']","{'service': 'negative', 'app_experience': 'negative', 'delivery': 'negative'}",0.2,1,165,29,0.8303030303030303,0
9900,التطبيق حلو بس دعايتة غير لايقة يعني ليه ماتخلون الرجل يكمل كلامه والمراة هي تكمل كلامها,التطبيق حلو بس دعايتة غير لائقة يعني ليه ماتخلون الرجل يكمل كلامه والمرأة هي تكمل كلامها,['app_experience'],{'app_experience': 'positive'},0.2,1,88,16,0.8295454545454546,0
6737,صراحه ما عرفت تستخدمه في حاجات حاجات مو معروفه ولا اعرف استخدمها,صراحه ما عرفت تستخدمه في حاجات حاجات مو معروفه ولا اعرف استخدمها,['app_experience'],{'app_experience': 'negative'},0.2,1,64,12,0.828125,0
620,مولتن كيك بشعة، الشيكولاتة رديية جدا جدا,مولتن كيك بشعة، الشيكولاتة رديئة جداً جدآ,['food'],{'food': 'negative'},0.2,0,41,7,0.8536585365853658,0
3787,"Overrated, crew is the worst and rude, invitations are only for marketing you can only invite one friend once, classes not allowed to attend if you come 2 mins late despite I reserved the class, won t ever renew my subscribtion, it doesn t worth all that money. مش هجدد الاشتراك العاملين والادارة سيية جدا والقواعد فقط لتعجيز المشتركين والتاخير دقيقتين يلغي حضور الكلاس والدعوات مرة واحدة فقط لنفس الشخص","Overrated, crew is the worst and rude, invitations are only for marketing you can only invite one friend once, classes not allowed to attend if you come 2 mins late despite I reserved the class, won't ever renew my subscribtion, it doesn't worth all that money.
مش هجدد الاشتراك العاملين والادارة سئية جدا والقواعد فقط لتعجيز المشتركين والتأخير دقيقتين يلغي حضور الكلاس والدعوات مرة واحدة فقط لنفس الشخص","['service', 'price', 'ambiance', 'app_experience']","{'service': 'negative', 'price': 'negative', 'ambiance': 'negative', 'app_experience': 'negative'}",0.2,0,403,68,0.2977667493796526,0
7863,شركة نصابة ومشغلة ناس نصابين ومبتعرفش تتواصل مع حد لا في خدمة عملاء وحتي الارقام الموجودة محدش بيرد. وبياخدو الفلوس في جيبهم .. لو اخدو منك فلوس الله يعوض عليك بقي خلاص مفيش رجوع ..حسبي الله ونعم الوكيل فيهم,شركة نصابة ومشغلة ناس نصابين ومبتعرفش تتواصل مع حد لا في خدمة عملاء وحتي الارقام الموجودة محدش بيرد. وبياخدو الفلوس في جيبهم .. لو اخدو منك فلوس الله يعوض عليك بقي خلاص مفيش رجوع ..حسبي الله ونعم الوكيل فيهم,['service'],{'service': 'negative'},0.2,1,207,39,0.7922705314009661,0
5523,كل الشكر للدكتوره اميره على حسن استقبالها وعملها المميز من افضل الدكاترة ف القاهرة في علاج العصب والجذور وعمل الحشوات كما اشكر الطاقم الفني والاداري على حسن تعاملهم وتعاونهم وخصوصا الاخ محمد في الاستقبال.,كل الشكر للدكتوره اميره على حسن استقبالها وعملها المميز من افضل الدكاترة ف القاهرة في علاج العصب والجذور وعمل الحشوات كما اشكر الطاقم الفني والإداري على حسن تعاملهم وتعاونهم وخصوصاً الاخ محمد في الاستقبال.,['service'],{'service': 'positive'},1.0,0,205,34,0.8341463414634146,0
4215,من افضل السوبر ماركت الموجوده في سوق المغربلين,من افضل السوبر ماركت الموجوده في سوق المغربلين,['general'],{'general': 'positive'},1.0,0,46,8,0.8478260869565217,0
1646,المكان رايع الاكل سي جدا لا يفرقون بين مكياطو وكابتشينو الكيك قديم اكثر من يومين,"المكان رائع
الأكل سئ جدا لا يفرقون بين مكياطو وكابتشينو الكيك قديم اكثر من يومين","['ambiance', 'food']","{'ambiance': 'positive', 'food': 'negative'}",0.2,0,80,15,0.825,0
4186,مكان ممتاذ جدا,مكان ممتاذ جدا,['general'],{'general': 'positive'},1.0,0,14,3,0.8571428571428571,0
2931,المطعم على النيل بالقرب من blend وفندق سوفتيل الاستقبال رايع الطعام رايع وكافي ولذيذ جميع الموظفين الذين قابلتهم رايعين,"المطعم على النيل بالقرب من blend وفندق سوفتيل
الاستقبال رائع الطعام رائع وكافي ولذيذ
جميع الموظفين الذين قابلتهم رائعين","['ambiance', 'service', 'food']","{'ambiance': 'positive', 'service': 'positive', 'food': 'positive'}",1.0,0,119,19,0.8067226890756303,0
3510,"بجد من احسن clinics اللي اتعملت معاها stuff كله هايل من اول receptionist و nurse و طبعا doctors اتعملت مع كذا doctor و كلهم helpful و بيسمعوني فعلا و بشوف effect حقيقي غير اهم حاجه التعقيم المستمر لكل حاجه و النظافه بجد l,m really recommend for everyone","بجد من احسن clinics اللي اتعملت معاها stuff كله هايل من اول receptionist و  nurse  و طبعا doctors اتعملت مع كذا doctor و كلهم helpful و بيسمعوني فعلا و بشوف effect حقيقي غير اهم حاجه التعقيم المستمر لكل حاجه و النظافه بجد l,m really recommend for everyone ♥️♥️♥️♥️♥️","['service', 'cleanliness']","{'service': 'positive', 'cleanliness': 'positive'}",1.0,0,266,48,0.462406015037594,0
5942,واو,واو,['general'],{'general': 'positive'},1.0,0,3,1,1.0,0
4152,اشكر السيد عبدالرحمن والانسه مهره الصراحه طاقم رايع,اشكر السيد عبدالرحمن والانسه مهره الصراحه طاقم رائع,['service'],{'service': 'positive'},1.0,0,51,8,0.8627450980392157,0
5142,اولا اشكر القايمين على الصالون، موظفين راقين ومحترمين وخدمة ممتازة غسلت وقصيت شعري مدرج واستشورت وكنت راضية تماما عن كل شي زي ما ابي واحلى قصتني الفنانة شيماء وباقي الخدمات كانت مع سلمى العسل. مع العلم اني محجبة وكان فيه غرفة للمحجبات.,"أولاً أشكر القائمين على الصالون، موظفين راقين ومحترمين وخدمة ممتازة
غسلت وقصيت شعري مدرج واستشورت وكنت راضية تمامًا عن كل شي زي ما ابي وأحلى
قصتني الفنانة شيماء وباقي الخدمات كانت مع سلمى العسل.
مع العلم اني محجبة وكان فيه غرفة للمحجبات.","['service', 'ambiance']","{'service': 'positive', 'ambiance': 'positive'}",1.0,0,237,42,0.8185654008438819,0
8345,سي جدا لا يعمل بعد التحديث الاخير,سئ جدا لا يعمل بعد التحديث الأخير,['app_experience'],{'app_experience': 'negative'},0.2,1,33,7,0.8181818181818182,0
688,شكرا للنادل وليد الطعام ولا غلطة شوربة حمام لزيزة شوربة لسان عصفور لزيزة طرب خيالي خيالي وحبته كبيرة يجي مع بطاطس او رز بامية لزيزة السلمون عادي العصيرات الفرش ممتازة ستيك بلاك اند وايت لزيز الخدمة رايعين محترمين جدا وخدومين طاقم رايع الاجواء ولا نجمة عشان اغاني برمضان حرام مايجوز شهر فضيل,"شكرا للنادل وليد
الطعام ولا غلطة
شوربة حمام لزيزة✅️
شوربة لسان عصفور لزيزة ✅️
طرب خيالي خيالي وحبته كبيرة يجي مع بطاطس او رز ✅️
بامية لزيزة✅️
السلمون عادي
العصيرات الفرش ممتازة✅️
ستيك بلاك اند وايت لزيز ✅️
الخدمة رائعين محترمين جدا وخدومين طاقم رااائع
الاجواء ولا نجمة عشان اغاني برمضان حرااام مايجوز شهر فضيل ❌️❌️❌️❌️❌️❌️❌️❌️","['service', 'food', 'ambiance']","{'service': 'positive', 'food': 'neutral', 'ambiance': 'negative'}",0.8,0,326,56,0.745398773006135,0
1027,Good,Good,['general'],{'general': 'positive'},1.0,0,4,1,0.0,0
7929,الامازون اصبح غير صادق خلال شهر اكثر من عشر طلبات وانتظر واخر اليوم يقول لك اسف تاخرنا سيتم توصيل طلبك خلال يومين مواعيد فاشله,الامازون أصبح غير صادق خلال شهر اكثر من عشر طلبات وانتظر واخر اليوم يقول لك اسف تأخرنا سيتم توصيل طلبك خلال يومين مواعيد فاشله,"['delivery', 'service']","{'delivery': 'negative', 'service': 'negative'}",0.2,1,126,24,0.8174603174603174,0
6469,اسوء تجربة استخدم ما بين خصم الفلوس من الفيزا ومفيش استلام الاوردر ويفضل العميل يتصل ما بين المطعم و الطيار و الابلكيشن اللي في الاخر مش بيوصل لحاجة غير انه يتراضى ببرومو كود خصم 20 جنية !! الاوردر ياما مش بيوصل ياما خطا ياما ناقص,اسوء تجربة استخدم ما بين خصم الفلوس من الفيزا ومفيش استلام الاوردر ويفضل العميل يتصل ما بين المطعم و الطيار و الابلكيشن اللي في الاخر مش بيوصل لحاجة غير أنه يتراضى ببرومو كود خصم 20 جنية !! الاوردر ياما مش بيوصل ياما خطأ ياما ناقص,"['app_experience', 'delivery', 'service', 'price']","{'app_experience': 'negative', 'delivery': 'negative', 'service': 'negative', 'price': 'negative'}",0.2,1,230,45,0.7913043478260869,0
8710,اصراحه هاذا افضل برنامج اغاني و قصايد انصح بي كلش حلو,اصراحه هاذا افضل برنامج اغاني و قصائد انصح بي كلش حلو 💋💋💋💋💋💋💋💋💋🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸♥️♥️♥️♥️,['app_experience'],{'app_experience': 'positive'},1.0,1,88,12,0.48863636363636365,1
6592,بسبب وعودكم الفارغة وتاخيركم اللي ماله مبرر، قررت احذف التطبيق خدمة العملاء عندكم عبارة عن ردود جاهزة بدون حلول حقيقية. شكرا على التجربة السيية، ومسحت التطبيق وراح انصحالكل يمسحه,👎👎👎 بسبب وعودكم الفارغة وتأخيركم اللي ماله مبرر، قررت أحذف التطبيق خدمة العملاء عندكم عبارة عن ردود جاهزة بدون حلول حقيقية. شكراً على التجربة السيئة، ومسحت التطبيق وراح أنصحالكل يمسحه,"['delivery', 'service', 'app_experience']","{'delivery': 'negative', 'service': 'negative', 'app_experience': 'negative'}",0.2,1,183,30,0.819672131147541,1
5805,دكتورة نهى مبدعه فعلا تعبت معايا اوي كان عندي تسوسات كتيره و عملتلي تنظيف و طلع جميل اوي ويكفي اسلوبها العسل الله يسعدها يارب,دكتورة نهى مبدعه فعلًا تعبت معايا اوي كان عندي تسوسات كتيره و عملتلي تنظيف و طلع جميل اوي ويكفي اسلوبها العسل الله يسعدها يارب🤍🤍🤍,['service'],{'service': 'positive'},1.0,0,129,24,0.7984496124031008,1
219,شكرا على الخدمة مستر محمود الجزار,شكرا على الخدمة مستر محمود الجزار,['service'],{'service': 'positive'},1.0,0,33,6,0.8484848484848485,0
3037,مكان جميل وقعده لطيفه علي النيل، اوقات بيبقي زحمة بس قعدة هادية ولطيفه والاكل والمشروبات كلها كويسة,مكان جميل وقعده لطيفه علي النيل، اوقات بيبقي زحمة بس قعدة هادية ولطيفه والاكل والمشروبات كلها كويسة,"['ambiance', 'food']","{'ambiance': 'neutral', 'food': 'positive'}",1.0,0,99,17,0.8383838383838383,0
4885,خدمة طبية من الصعب ان تجدها في اي مكان اخر,خدمة طبية من الصعب أن تجدها في أي مكان آخر,['service'],{'service': 'positive'},1.0,0,42,10,0.7857142857142857,0
7556,انا كنت بتعامل معاهم شركة مهملة في التعامل طلبت منهم جهاز ارسلوا طلب جهاز غير شغال وعملت معاهم استبدال الطلب ارسلوا طلب جهاز برضو غير شغال وجهاز غير شكل الطلب.. مش مهتمين في التعامل,انا كنت بتعامل معاهم شركة مهملة في التعامل طلبت منهم جهاز ارسلوا طلب جهاز غير شغال وعملت معاهم استبدال الطلب ارسلوا طلب جهاز برضو غير شغال وجهاز غير شكل الطلب.. مش مهتمين في التعامل,"['service', 'delivery']","{'service': 'negative', 'delivery': 'negative'}",0.2,1,181,34,0.8066298342541437,0
3744,مكان ممتاز والخدمه رايعه وشكر خاص للاستاذه رحمه عاي حسن الاستضافة,مكان ممتاز والخدمه رائعه وشكر خاص للاستاذه رحمه عاي حسن الاستضافة,"['ambiance', 'service']","{'ambiance': 'positive', 'service': 'positive'}",1.0,0,65,11,0.8461538461538461,0
6626,التطبيق اصبح سيي للغاية اكثر من ثلاث مرات نطلب كابتن ولا ياتي و تكلمه يقول انت عملت الغاء وانا لم الغ شي و يكون المشوار موجود عندي معلق ولو الغت يقولك عليك تكلفة تطبيق سيي للغاية اصبح و الله المستعان .. بالاضافة انه سيي للغاية في مكة,التطبيق اصبح سيئ للغاية اكثر من ثلاث مرات نطلب كابتن ولا يأتي و تكلمه يقول انت عملت الغاء وانا لم ألغ شئ و يكون المشوار موجود عندي معلق ولو الغت يقولك عليك تكلفة تطبيق سيئ للغاية اصبح و الله المستعان .. بالإضافة انه سيئ للغاية في مكة,"['app_experience', 'service', 'delivery']","{'app_experience': 'negative', 'service': 'negative', 'delivery': 'negative'}",0.2,1,233,47,0.7939914163090128,0
97,من المولات الجميله بس مادري ليش كل المحلات سكرت وكارفور خساره من احب المولات لقلبي جوجو من السعودية,من المولات الجميله بس مادري ليش كل المحلات سكرت وكارفور خساره من احب المولات لقلبي جوجو من السعودية,['general'],{'general': 'neutral'},1.0,0,99,18,0.8282828282828283,0
6689,تطبيق حلو ورخيص بس طلبت تكسي اجه التكسي براس الفرع وكف هناك اني وجاي اتمشى لغى الرحله ولمن فتحت التطبيق دفعت نص السعر 2250 يعني شنو معنى هاذا التقفيص ؟,تطبيق حلو ورخيص بس طلبت تكسي اجه التكسي براس الفرع وكف هناك اني وجاي اتمشى لغى الرحله ولمن فتحت التطبيق دفعت نص السعر 2250 يعني شنو معنى هاذا التقفيص ؟؟؟؟؟؟؟؟؟؟,"['app_experience', 'price', 'service']","{'app_experience': 'positive', 'price': 'negative', 'service': 'negative'}",0.4,1,160,30,0.79375,0
9431,تجي تحجز تذاكر طيران والمبلغ واضح قدام عينك واذا جيت تسدد يرفعون السعر ليش؟ هالوضع ماينسكت عليه ويجب على الجهه المسيوله وضع حد لهالمهزله.. جاري حذف التطبيق,تجي تحجز تذاكر طيران والمبلغ واضح قدام عينك واذا جيت تسدد يرفعون السعر ليش؟ هالوضع ماينسكت عليه ويجب على الجهه المسئوله وضع حد لهالمهزله.. جاري حذف التطبيق,"['price', 'app_experience']","{'price': 'negative', 'app_experience': 'negative'}",0.2,1,155,27,0.8193548387096774,0
6575,برنامج ممتاز للغايه لاكن هناك مشكله من اطلب كريم يتاخر يالله يجي وين اظل واكف ومرات اطلب السيارات تارسه الشارع ومحد يقبل الرحله مع جل احترامي لشركه كرم وسايقي كريم وشكرا,برنامج ممتاز للغايه لاكن هناك مشكله من اطلب كريم يتأخر يالله يجي وين اظل واكف ومرات اطلب السيارات تارسه الشارع ومحد يقبل الرحله مع جل احترامي لشركه كرم وسائقي كريم وشكرا❤,"['app_experience', 'delivery', 'service']","{'app_experience': 'positive', 'delivery': 'negative', 'service': 'negative'}",1.0,1,170,31,0.8176470588235294,0
5430,اللي عايز يتمرن براحه نفسيه تعالي المكان ده,اللي عايز يتمرن براحه نفسيه  تعالي المكان ده,['ambiance'],{'ambiance': 'positive'},1.0,0,44,8,0.8181818181818182,0
3204,ادارة زى الزفت ومفيش تعاون مع العملاء,إدارة زى الزفت ومفيش تعاون مع العملاء,['service'],{'service': 'negative'},0.2,0,37,7,0.8378378378378378,0
2711,المكان نضيف جدا و الاكل تحفه و حابه اشكر محمد جلال وجهه مشرفه للمكان و قمه في الذوق و الاخلاق و الشطاره,المكان نضيف جدا و الاكل تحفه و حابه اشكر محمد جلال وجهه مشرفه للمكان و قمه في الذوق و الاخلاق و الشطاره,"['cleanliness', 'food', 'service']","{'cleanliness': 'positive', 'food': 'positive', 'service': 'positive'}",1.0,0,103,22,0.7961165048543689,0
